framework              , test                                                         , time     , p95      , p99      , cv       , group          , family                   , metrics                                                                                         
lite-signal            , avoidablePropagation                                         , 575.31   , 575.31   , 575.31   , 0.000    , baseline       , selective propagation    ,                                                                                                 
lite-signal            , broadPropagation                                             , 516.80   , 516.80   , 516.80   , 0.000    , baseline       , wide fan-out             ,                                                                                                 
lite-signal            , deepPropagation                                              , 226.08   , 226.08   , 226.08   , 0.000    , pull           , linear chain             ,                                                                                                 
lite-signal            , diamond                                                      , 494.11   , 494.11   , 494.11   , 0.000    , baseline       , diamond                  ,                                                                                                 
lite-signal            , mux                                                          , 568.33   , 568.33   , 568.33   , 0.000    , dynamic        , dynamic branch           ,                                                                                                 
lite-signal            , repeatedObservers                                            , 150.98   , 150.98   , 150.98   , 0.000    , baseline       , duplicate observer       ,                                                                                                 
lite-signal            , triangle                                                     , 184.15   , 184.15   , 184.15   , 0.000    , baseline       , glitch-free triangle     ,                                                                                                 
lite-signal            , unstable                                                     , 150.77   , 150.77   , 150.77   , 0.000    , dynamic        , dynamic dependency churn ,                                                                                                 
lite-signal            , manyEffectsFromOneSource                                     , 337.74   , 337.74   , 337.74   , 0.000    , push           , wide fan-out             , checksum=180075672000                                                                           
lite-signal            , manySourcesIntoOneComputedEffectWithDirect                   , 189.86   , 189.86   , 189.86   , 0.000    , pull           , wide fan-in              , checksum=1372929289844                                                                          
lite-signal            , manySourcesIntoOneComputedEffect                             , 183.21   , 183.21   , 183.21   , 0.000    , pull           , wide fan-in              , checksum=1331323690944                                                                          
lite-signal            , manySourcesIntoOneDirectEffect                               , 85.02    , 85.02    , 85.02    , 0.000    , pull           , wide fan-in              , checksum=41605598900                                                                            
lite-signal            , molBench                                                     , 515.21   , 515.21   , 515.21   , 0.000    , dynamic        , mixed app graph          ,                                                                                                 
lite-signal            , createDataSignals                                            , 43.19    , 43.19    , 43.19    , 0.000    , creation       , signal creation          ,                                                                                                 
lite-signal            , createComputations0to1                                       , 52.81    , 52.81    , 52.81    , 0.000    , creation       , computed creation        ,                                                                                                 
lite-signal            , createComputations1to1                                       , 32.10    , 32.10    , 32.10    , 0.000    , creation       , computed creation        ,                                                                                                 
lite-signal            , createComputations2to1                                       , 22.10    , 22.10    , 22.10    , 0.000    , creation       , computed creation        ,                                                                                                 
lite-signal            , createComputations4to1                                       , 6.05     , 6.05     , 6.05     , 0.000    , creation       , computed creation        ,                                                                                                 
lite-signal            , createComputations1000to1                                    , 0.09     , 0.09     , 0.09     , 0.000    , creation       , computed creation        ,                                                                                                 
lite-signal            , createComputations1to2                                       , 44.92    , 44.92    , 44.92    , 0.000    , creation       , computed creation        ,                                                                                                 
lite-signal            , createComputations1to4                                       , 50.58    , 50.58    , 50.58    , 0.000    , creation       , computed creation        ,                                                                                                 
lite-signal            , createComputations1to8                                       , 49.68    , 49.68    , 49.68    , 0.000    , creation       , computed creation        ,                                                                                                 
lite-signal            , createComputations1to1000                                    , 43.15    , 43.15    , 43.15    , 0.000    , creation       , computed creation        ,                                                                                                 
lite-signal            , updateComputations1to1                                       , 7.13     , 7.13     , 7.13     , 0.000    , update         , stable update            ,                                                                                                 
lite-signal            , updateComputations2to1                                       , 5.98     , 5.98     , 5.98     , 0.000    , update         , stable update            ,                                                                                                 
lite-signal            , updateComputations4to1                                       , 4.65     , 4.65     , 4.65     , 0.000    , update         , stable update            ,                                                                                                 
lite-signal            , updateComputations1000to1                                    , 0.24     , 0.24     , 0.24     , 0.000    , update         , stable update            ,                                                                                                 
lite-signal            , updateComputations1to2                                       , 8.87     , 8.87     , 8.87     , 0.000    , update         , stable update            ,                                                                                                 
lite-signal            , updateComputations1to4                                       , 5.34     , 5.34     , 5.34     , 0.000    , update         , stable update            ,                                                                                                 
lite-signal            , updateComputations1to1000                                    , 0.21     , 0.21     , 0.21     , 0.000    , update         , stable update            ,                                                                                                 
lite-signal            , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 507.88   , 507.88   , 507.88   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
lite-signal            , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 783.11   , 783.11   , 783.11   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
lite-signal            , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 429.08   , 429.08   , 429.08   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
lite-signal            , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 830.44   , 830.44   , 830.44   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
lite-signal            , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 188.04   , 188.04   , 188.04   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
lite-signal            , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 259.41   , 259.41   , 259.41   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
lite-signal            , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 3471.89  , 3471.89  , 3471.89  , 0.000    , large_graph    , layered DAG              , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
lite-signal            , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 11.14    , 11.14    , 11.14    , 0.000    , large_graph    , diamond mesh             , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
lite-signal            , 32x8 - 4 sources - pull (pure pull)                          , 31.67    , 31.67    , 31.67    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
lite-signal            , 8x64 - 1 sources - pull (linear chain - 1 source - pull (lin , 40.40    , 40.40    , 40.40    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=504 nodesVisited=504 edgesTraversed=504 sinkReads=8                             
lite-signal            , 64x4 - 8 sources - pull (wide tree - 8 sources - pull (branc , 35.83    , 35.83    , 35.83    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=192 nodesVisited=192 edgesTraversed=1536 sinkReads=64                           
lite-signal            , 32x8 - 4 sources - push (pure push)                          , 224.98   , 224.98   , 224.98   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
lite-signal            , 10x5 - 2 sources - read 20% (simple component)               , 377.51   , 377.51   , 377.51   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
lite-signal            , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 296.06   , 296.06   , 296.06   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
lite-signal            , 1000x12 - 4 sources - dynamic (large web app)                , 561.87   , 561.87   , 561.87   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
lite-signal            , 1000x5 - 25 sources (wide dense)                             , 820.15   , 820.15   , 820.15   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
lite-signal            , 5x500 - 3 sources (deep)                                     , 346.59   , 346.59   , 346.59   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
reflex                 , avoidablePropagation                                         , 573.14   , 573.14   , 573.14   , 0.000    , baseline       , selective propagation    ,                                                                                                 
reflex                 , broadPropagation                                             , 555.17   , 555.17   , 555.17   , 0.000    , baseline       , wide fan-out             ,                                                                                                 
reflex                 , deepPropagation                                              , 219.05   , 219.05   , 219.05   , 0.000    , pull           , linear chain             ,                                                                                                 
reflex                 , diamond                                                      , 487.89   , 487.89   , 487.89   , 0.000    , baseline       , diamond                  ,                                                                                                 
reflex                 , mux                                                          , 578.37   , 578.37   , 578.37   , 0.000    , dynamic        , dynamic branch           ,                                                                                                 
reflex                 , repeatedObservers                                            , 123.12   , 123.12   , 123.12   , 0.000    , baseline       , duplicate observer       ,                                                                                                 
reflex                 , triangle                                                     , 168.48   , 168.48   , 168.48   , 0.000    , baseline       , glitch-free triangle     ,                                                                                                 
reflex                 , unstable                                                     , 144.69   , 144.69   , 144.69   , 0.000    , dynamic        , dynamic dependency churn ,                                                                                                 
reflex                 , manyEffectsFromOneSource                                     , 458.11   , 458.11   , 458.11   , 0.000    , push           , wide fan-out             , checksum=180075672000                                                                           
reflex                 , manySourcesIntoOneComputedEffectWithDirect                   , 194.93   , 194.93   , 194.93   , 0.000    , pull           , wide fan-in              , checksum=1372929289844                                                                          
reflex                 , manySourcesIntoOneComputedEffect                             , 184.63   , 184.63   , 184.63   , 0.000    , pull           , wide fan-in              , checksum=1331323690944                                                                          
reflex                 , manySourcesIntoOneDirectEffect                               , 81.05    , 81.05    , 81.05    , 0.000    , pull           , wide fan-in              , checksum=41605598900                                                                            
reflex                 , molBench                                                     , 523.21   , 523.21   , 523.21   , 0.000    , dynamic        , mixed app graph          ,                                                                                                 
reflex                 , createDataSignals                                            , 8.34     , 8.34     , 8.34     , 0.000    , creation       , signal creation          ,                                                                                                 
reflex                 , createComputations0to1                                       , 3.36     , 3.36     , 3.36     , 0.000    , creation       , computed creation        ,                                                                                                 
reflex                 , createComputations1to1                                       , 1.22     , 1.22     , 1.22     , 0.000    , creation       , computed creation        ,                                                                                                 
reflex                 , createComputations2to1                                       , 7.71     , 7.71     , 7.71     , 0.000    , creation       , computed creation        ,                                                                                                 
reflex                 , createComputations4to1                                       , 4.59     , 4.59     , 4.59     , 0.000    , creation       , computed creation        ,                                                                                                 
reflex                 , createComputations1000to1                                    , 0.06     , 0.06     , 0.06     , 0.000    , creation       , computed creation        ,                                                                                                 
reflex                 , createComputations1to2                                       , 11.78    , 11.78    , 11.78    , 0.000    , creation       , computed creation        ,                                                                                                 
reflex                 , createComputations1to4                                       , 6.87     , 6.87     , 6.87     , 0.000    , creation       , computed creation        ,                                                                                                 
reflex                 , createComputations1to8                                       , 7.96     , 7.96     , 7.96     , 0.000    , creation       , computed creation        ,                                                                                                 
reflex                 , createComputations1to1000                                    , 7.16     , 7.16     , 7.16     , 0.000    , creation       , computed creation        ,                                                                                                 
reflex                 , updateComputations1to1                                       , 7.11     , 7.11     , 7.11     , 0.000    , update         , stable update            ,                                                                                                 
reflex                 , updateComputations2to1                                       , 7.61     , 7.61     , 7.61     , 0.000    , update         , stable update            ,                                                                                                 
reflex                 , updateComputations4to1                                       , 4.81     , 4.81     , 4.81     , 0.000    , update         , stable update            ,                                                                                                 
reflex                 , updateComputations1000to1                                    , 0.42     , 0.42     , 0.42     , 0.000    , update         , stable update            ,                                                                                                 
reflex                 , updateComputations1to2                                       , 4.81     , 4.81     , 4.81     , 0.000    , update         , stable update            ,                                                                                                 
reflex                 , updateComputations1to4                                       , 3.21     , 3.21     , 3.21     , 0.000    , update         , stable update            ,                                                                                                 
reflex                 , updateComputations1to1000                                    , 0.36     , 0.36     , 0.36     , 0.000    , update         , stable update            ,                                                                                                 
reflex                 , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 499.12   , 499.12   , 499.12   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
reflex                 , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 721.74   , 721.74   , 721.74   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
reflex                 , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 399.43   , 399.43   , 399.43   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
reflex                 , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 737.40   , 737.40   , 737.40   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
reflex                 , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 161.30   , 161.30   , 161.30   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
reflex                 , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 136.55   , 136.55   , 136.55   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
reflex                 , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 1421.93  , 1421.93  , 1421.93  , 0.000    , large_graph    , layered DAG              , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
reflex                 , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 9.44     , 9.44     , 9.44     , 0.000    , large_graph    , diamond mesh             , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
reflex                 , 32x8 - 4 sources - pull (pure pull)                          , 34.77    , 34.77    , 34.77    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
reflex                 , 8x64 - 1 sources - pull (linear chain - 1 source - pull (lin , 36.49    , 36.49    , 36.49    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=504 nodesVisited=504 edgesTraversed=504 sinkReads=8                             
reflex                 , 64x4 - 8 sources - pull (wide tree - 8 sources - pull (branc , 38.91    , 38.91    , 38.91    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=192 nodesVisited=192 edgesTraversed=1536 sinkReads=64                           
reflex                 , 32x8 - 4 sources - push (pure push)                          , 204.57   , 204.57   , 204.57   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
reflex                 , 10x5 - 2 sources - read 20% (simple component)               , 389.44   , 389.44   , 389.44   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
reflex                 , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 304.42   , 304.42   , 304.42   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
reflex                 , 1000x12 - 4 sources - dynamic (large web app)                , 503.49   , 503.49   , 503.49   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
reflex                 , 1000x5 - 25 sources (wide dense)                             , 924.69   , 924.69   , 924.69   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
reflex                 , 5x500 - 3 sources (deep)                                     , 381.96   , 381.96   , 381.96   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
alien-signals          , avoidablePropagation                                         , 658.22   , 658.22   , 658.22   , 0.000    , baseline       , selective propagation    ,                                                                                                 
alien-signals          , broadPropagation                                             , 533.85   , 533.85   , 533.85   , 0.000    , baseline       , wide fan-out             ,                                                                                                 
alien-signals          , deepPropagation                                              , 205.73   , 205.73   , 205.73   , 0.000    , pull           , linear chain             ,                                                                                                 
alien-signals          , diamond                                                      , 451.72   , 451.72   , 451.72   , 0.000    , baseline       , diamond                  ,                                                                                                 
alien-signals          , mux                                                          , 531.01   , 531.01   , 531.01   , 0.000    , dynamic        , dynamic branch           ,                                                                                                 
alien-signals          , repeatedObservers                                            , 127.02   , 127.02   , 127.02   , 0.000    , baseline       , duplicate observer       ,                                                                                                 
alien-signals          , triangle                                                     , 167.33   , 167.33   , 167.33   , 0.000    , baseline       , glitch-free triangle     ,                                                                                                 
alien-signals          , unstable                                                     , 151.22   , 151.22   , 151.22   , 0.000    , dynamic        , dynamic dependency churn ,                                                                                                 
alien-signals          , manyEffectsFromOneSource                                     , 350.20   , 350.20   , 350.20   , 0.000    , push           , wide fan-out             , checksum=180075672000                                                                           
alien-signals          , manySourcesIntoOneComputedEffectWithDirect                   , 227.15   , 227.15   , 227.15   , 0.000    , pull           , wide fan-in              , checksum=1372929289844                                                                          
alien-signals          , manySourcesIntoOneComputedEffect                             , 221.83   , 221.83   , 221.83   , 0.000    , pull           , wide fan-in              , checksum=1331323690944                                                                          
alien-signals          , manySourcesIntoOneDirectEffect                               , 82.40    , 82.40    , 82.40    , 0.000    , pull           , wide fan-in              , checksum=41605598900                                                                            
alien-signals          , molBench                                                     , 518.22   , 518.22   , 518.22   , 0.000    , dynamic        , mixed app graph          ,                                                                                                 
alien-signals          , createDataSignals                                            , 7.73     , 7.73     , 7.73     , 0.000    , creation       , signal creation          ,                                                                                                 
alien-signals          , createComputations0to1                                       , 6.20     , 6.20     , 6.20     , 0.000    , creation       , computed creation        ,                                                                                                 
alien-signals          , createComputations1to1                                       , 4.86     , 4.86     , 4.86     , 0.000    , creation       , computed creation        ,                                                                                                 
alien-signals          , createComputations2to1                                       , 4.56     , 4.56     , 4.56     , 0.000    , creation       , computed creation        ,                                                                                                 
alien-signals          , createComputations4to1                                       , 7.62     , 7.62     , 7.62     , 0.000    , creation       , computed creation        ,                                                                                                 
alien-signals          , createComputations1000to1                                    , 0.08     , 0.08     , 0.08     , 0.000    , creation       , computed creation        ,                                                                                                 
alien-signals          , createComputations1to2                                       , 8.18     , 8.18     , 8.18     , 0.000    , creation       , computed creation        ,                                                                                                 
alien-signals          , createComputations1to4                                       , 4.96     , 4.96     , 4.96     , 0.000    , creation       , computed creation        ,                                                                                                 
alien-signals          , createComputations1to8                                       , 4.29     , 4.29     , 4.29     , 0.000    , creation       , computed creation        ,                                                                                                 
alien-signals          , createComputations1to1000                                    , 6.28     , 6.28     , 6.28     , 0.000    , creation       , computed creation        ,                                                                                                 
alien-signals          , updateComputations1to1                                       , 10.69    , 10.69    , 10.69    , 0.000    , update         , stable update            ,                                                                                                 
alien-signals          , updateComputations2to1                                       , 5.13     , 5.13     , 5.13     , 0.000    , update         , stable update            ,                                                                                                 
alien-signals          , updateComputations4to1                                       , 4.01     , 4.01     , 4.01     , 0.000    , update         , stable update            ,                                                                                                 
alien-signals          , updateComputations1000to1                                    , 0.11     , 0.11     , 0.11     , 0.000    , update         , stable update            ,                                                                                                 
alien-signals          , updateComputations1to2                                       , 5.64     , 5.64     , 5.64     , 0.000    , update         , stable update            ,                                                                                                 
alien-signals          , updateComputations1to4                                       , 4.76     , 4.76     , 4.76     , 0.000    , update         , stable update            ,                                                                                                 
alien-signals          , updateComputations1to1000                                    , 0.14     , 0.14     , 0.14     , 0.000    , update         , stable update            ,                                                                                                 
alien-signals          , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 483.30   , 483.30   , 483.30   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
alien-signals          , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 703.34   , 703.34   , 703.34   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
alien-signals          , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 418.45   , 418.45   , 418.45   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
alien-signals          , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 837.02   , 837.02   , 837.02   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
alien-signals          , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 175.13   , 175.13   , 175.13   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
alien-signals          , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 202.29   , 202.29   , 202.29   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
alien-signals          , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 1624.93  , 1624.93  , 1624.93  , 0.000    , large_graph    , layered DAG              , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
alien-signals          , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 8.09     , 8.09     , 8.09     , 0.000    , large_graph    , diamond mesh             , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
alien-signals          , 32x8 - 4 sources - pull (pure pull)                          , 49.05    , 49.05    , 49.05    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
alien-signals          , 8x64 - 1 sources - pull (linear chain - 1 source - pull (lin , 36.73    , 36.73    , 36.73    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=504 nodesVisited=504 edgesTraversed=504 sinkReads=8                             
alien-signals          , 64x4 - 8 sources - pull (wide tree - 8 sources - pull (branc , 31.65    , 31.65    , 31.65    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=192 nodesVisited=192 edgesTraversed=1536 sinkReads=64                           
alien-signals          , 32x8 - 4 sources - push (pure push)                          , 182.29   , 182.29   , 182.29   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
alien-signals          , 10x5 - 2 sources - read 20% (simple component)               , 320.92   , 320.92   , 320.92   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
alien-signals          , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 281.33   , 281.33   , 281.33   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
alien-signals          , 1000x12 - 4 sources - dynamic (large web app)                , 447.81   , 447.81   , 447.81   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
alien-signals          , 1000x5 - 25 sources (wide dense)                             , 766.02   , 766.02   , 766.02   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
alien-signals          , 5x500 - 3 sources (deep)                                     , 236.32   , 236.32   , 236.32   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
@solidjs/signals       , avoidablePropagation                                         , 1999.00  , 1999.00  , 1999.00  , 0.000    , baseline       , selective propagation    ,                                                                                                 
@solidjs/signals       , broadPropagation                                             , 3493.45  , 3493.45  , 3493.45  , 0.000    , baseline       , wide fan-out             ,                                                                                                 
@solidjs/signals       , deepPropagation                                              , 1078.96  , 1078.96  , 1078.96  , 0.000    , pull           , linear chain             ,                                                                                                 
@solidjs/signals       , diamond                                                      , 2327.48  , 2327.48  , 2327.48  , 0.000    , baseline       , diamond                  ,                                                                                                 
@solidjs/signals       , mux                                                          , 1123.71  , 1123.71  , 1123.71  , 0.000    , dynamic        , dynamic branch           ,                                                                                                 
@solidjs/signals       , repeatedObservers                                            , 489.70   , 489.70   , 489.70   , 0.000    , baseline       , duplicate observer       ,                                                                                                 
@solidjs/signals       , triangle                                                     , 761.53   , 761.53   , 761.53   , 0.000    , baseline       , glitch-free triangle     ,                                                                                                 
@solidjs/signals       , unstable                                                     , 585.73   , 585.73   , 585.73   , 0.000    , dynamic        , dynamic dependency churn ,                                                                                                 
@solidjs/signals       , manyEffectsFromOneSource                                     , 2409.49  , 2409.49  , 2409.49  , 0.000    , push           , wide fan-out             , checksum=180075672000                                                                           
@solidjs/signals       , manySourcesIntoOneComputedEffectWithDirect                   , 660.93   , 660.93   , 660.93   , 0.000    , pull           , wide fan-in              , checksum=1372929289844                                                                          
@solidjs/signals       , manySourcesIntoOneComputedEffect                             , 616.22   , 616.22   , 616.22   , 0.000    , pull           , wide fan-in              , checksum=1331323690944                                                                          
@solidjs/signals       , manySourcesIntoOneDirectEffect                               , 189.02   , 189.02   , 189.02   , 0.000    , pull           , wide fan-in              , checksum=41605598900                                                                            
@solidjs/signals       , molBench                                                     , 781.28   , 781.28   , 781.28   , 0.000    , dynamic        , mixed app graph          ,                                                                                                 
@solidjs/signals       , createDataSignals                                            , 17.70    , 17.70    , 17.70    , 0.000    , creation       , signal creation          ,                                                                                                 
@solidjs/signals       , createComputations0to1                                       , 72.72    , 72.72    , 72.72    , 0.000    , creation       , computed creation        ,                                                                                                 
@solidjs/signals       , createComputations1to1                                       , 67.20    , 67.20    , 67.20    , 0.000    , creation       , computed creation        ,                                                                                                 
@solidjs/signals       , createComputations2to1                                       , 70.53    , 70.53    , 70.53    , 0.000    , creation       , computed creation        ,                                                                                                 
@solidjs/signals       , createComputations4to1                                       , 51.94    , 51.94    , 51.94    , 0.000    , creation       , computed creation        ,                                                                                                 
@solidjs/signals       , createComputations1000to1                                    , 37.25    , 37.25    , 37.25    , 0.000    , creation       , computed creation        ,                                                                                                 
@solidjs/signals       , createComputations1to2                                       , 75.43    , 75.43    , 75.43    , 0.000    , creation       , computed creation        ,                                                                                                 
@solidjs/signals       , createComputations1to4                                       , 69.01    , 69.01    , 69.01    , 0.000    , creation       , computed creation        ,                                                                                                 
@solidjs/signals       , createComputations1to8                                       , 74.28    , 74.28    , 74.28    , 0.000    , creation       , computed creation        ,                                                                                                 
@solidjs/signals       , createComputations1to1000                                    , 76.77    , 76.77    , 76.77    , 0.000    , creation       , computed creation        ,                                                                                                 
