framework              , test                                                         , time     , p95      , p99      , cv       , group          , family                   , metrics                                                                                         
$mol_wire              , avoidablePropagation                                         , 1093.66  , 1093.66  , 1093.66  , 0.000    , baseline       , selective propagation    ,                                                                                                 
$mol_wire              , broadPropagation                                             , 2283.69  , 2283.69  , 2283.69  , 0.000    , baseline       , wide fan-out             ,                                                                                                 
$mol_wire              , deepPropagation                                              , 693.34   , 693.34   , 693.34   , 0.000    , pull           , linear chain             ,                                                                                                 
$mol_wire              , diamond                                                      , 1251.39  , 1251.39  , 1251.39  , 0.000    , baseline       , diamond                  ,                                                                                                 
$mol_wire              , mux                                                          , 1507.40  , 1507.40  , 1507.40  , 0.000    , dynamic        , dynamic branch           ,                                                                                                 
$mol_wire              , repeatedObservers                                            , 303.67   , 303.67   , 303.67   , 0.000    , baseline       , duplicate observer       ,                                                                                                 
$mol_wire              , triangle                                                     , 448.91   , 448.91   , 448.91   , 0.000    , baseline       , glitch-free triangle     ,                                                                                                 
$mol_wire              , unstable                                                     , 557.15   , 557.15   , 557.15   , 0.000    , dynamic        , dynamic dependency churn ,                                                                                                 
$mol_wire              , manyEffectsFromOneSource                                     , 1536.69  , 1536.69  , 1536.69  , 0.000    , push           , wide fan-out             , checksum=180075672000                                                                           
$mol_wire              , manySourcesIntoOneComputedEffectWithDirect                   , 381.60   , 381.60   , 381.60   , 0.000    , pull           , wide fan-in              , checksum=1372929289844                                                                          
$mol_wire              , manySourcesIntoOneComputedEffect                             , 345.34   , 345.34   , 345.34   , 0.000    , pull           , wide fan-in              , checksum=1331323690944                                                                          
$mol_wire              , manySourcesIntoOneDirectEffect                               , 102.87   , 102.87   , 102.87   , 0.000    , pull           , wide fan-in              , checksum=41605598900                                                                            
$mol_wire              , molBench                                                     , 568.40   , 568.40   , 568.40   , 0.000    , dynamic        , mixed app graph          ,                                                                                                 
$mol_wire              , createDataSignals                                            , 39.94    , 39.94    , 39.94    , 0.000    , creation       , signal creation          ,                                                                                                 
$mol_wire              , createComputations0to1                                       , 12.73    , 12.73    , 12.73    , 0.000    , creation       , computed creation        ,                                                                                                 
$mol_wire              , createComputations1to1                                       , 16.37    , 16.37    , 16.37    , 0.000    , creation       , computed creation        ,                                                                                                 
$mol_wire              , createComputations2to1                                       , 12.69    , 12.69    , 12.69    , 0.000    , creation       , computed creation        ,                                                                                                 
$mol_wire              , createComputations4to1                                       , 12.76    , 12.76    , 12.76    , 0.000    , creation       , computed creation        ,                                                                                                 
$mol_wire              , createComputations1000to1                                    , 0.08     , 0.08     , 0.08     , 0.000    , creation       , computed creation        ,                                                                                                 
$mol_wire              , createComputations1to2                                       , 17.65    , 17.65    , 17.65    , 0.000    , creation       , computed creation        ,                                                                                                 
$mol_wire              , createComputations1to4                                       , 17.80    , 17.80    , 17.80    , 0.000    , creation       , computed creation        ,                                                                                                 
$mol_wire              , createComputations1to8                                       , 20.86    , 20.86    , 20.86    , 0.000    , creation       , computed creation        ,                                                                                                 
$mol_wire              , createComputations1to1000                                    , 13.57    , 13.57    , 13.57    , 0.000    , creation       , computed creation        ,                                                                                                 
$mol_wire              , updateComputations1to1                                       , 13.27    , 13.27    , 13.27    , 0.000    , update         , stable update            ,                                                                                                 
$mol_wire              , updateComputations2to1                                       , 9.78     , 9.78     , 9.78     , 0.000    , update         , stable update            ,                                                                                                 
$mol_wire              , updateComputations4to1                                       , 5.64     , 5.64     , 5.64     , 0.000    , update         , stable update            ,                                                                                                 
$mol_wire              , updateComputations1000to1                                    , 0.14     , 0.14     , 0.14     , 0.000    , update         , stable update            ,                                                                                                 
$mol_wire              , updateComputations1to2                                       , 7.23     , 7.23     , 7.23     , 0.000    , update         , stable update            ,                                                                                                 
$mol_wire              , updateComputations1to4                                       , 6.92     , 6.92     , 6.92     , 0.000    , update         , stable update            ,                                                                                                 
$mol_wire              , updateComputations1to1000                                    , 0.69     , 0.69     , 0.69     , 0.000    , update         , stable update            ,                                                                                                 
$mol_wire              , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 1180.18  , 1180.18  , 1180.18  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
$mol_wire              , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1841.71  , 1841.71  , 1841.71  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
$mol_wire              , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 910.88   , 910.88   , 910.88   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
$mol_wire              , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1869.57  , 1869.57  , 1869.57  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
$mol_wire              , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 243.25   , 243.25   , 243.25   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
$mol_wire              , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 232.58   , 232.58   , 232.58   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
$mol_wire              , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 2244.29  , 2244.29  , 2244.29  , 0.000    , large_graph    , layered DAG              , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
$mol_wire              , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 22.94    , 22.94    , 22.94    , 0.000    , large_graph    , diamond mesh             , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
$mol_wire              , 32x8 - 4 sources - pull (pure pull)                          , 51.83    , 51.83    , 51.83    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
$mol_wire              , 8x64 - 1 sources - pull (linear chain - 1 source - pull (lin , 43.89    , 43.89    , 43.89    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=504 nodesVisited=504 edgesTraversed=504 sinkReads=8                             
$mol_wire              , 64x4 - 8 sources - pull (wide tree - 8 sources - pull (branc , 36.74    , 36.74    , 36.74    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=192 nodesVisited=192 edgesTraversed=1536 sinkReads=64                           
$mol_wire              , 32x8 - 4 sources - push (pure push)                          , 555.20   , 555.20   , 555.20   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
$mol_wire              , 10x5 - 2 sources - read 20% (simple component)               , 1065.69  , 1065.69  , 1065.69  , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
$mol_wire              , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 647.57   , 647.57   , 647.57   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
$mol_wire              , 1000x12 - 4 sources - dynamic (large web app)                , 1008.11  , 1008.11  , 1008.11  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
$mol_wire              , 1000x5 - 25 sources (wide dense)                             , 1190.96  , 1190.96  , 1190.96  , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
$mol_wire              , 5x500 - 3 sources (deep)                                     , 607.47   , 607.47   , 607.47   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
Oby                    , avoidablePropagation                                         , 817.50   , 817.50   , 817.50   , 0.000    , baseline       , selective propagation    ,                                                                                                 
Oby                    , broadPropagation                                             , 1380.63  , 1380.63  , 1380.63  , 0.000    , baseline       , wide fan-out             ,                                                                                                 
Oby                    , deepPropagation                                              , 522.57   , 522.57   , 522.57   , 0.000    , pull           , linear chain             ,                                                                                                 
Oby                    , diamond                                                      , 866.12   , 866.12   , 866.12   , 0.000    , baseline       , diamond                  ,                                                                                                 
Oby                    , mux                                                          , 955.99   , 955.99   , 955.99   , 0.000    , dynamic        , dynamic branch           ,                                                                                                 
Oby                    , repeatedObservers                                            , 205.74   , 205.74   , 205.74   , 0.000    , baseline       , duplicate observer       ,                                                                                                 
Oby                    , triangle                                                     , 328.31   , 328.31   , 328.31   , 0.000    , baseline       , glitch-free triangle     ,                                                                                                 
Oby                    , unstable                                                     , 232.74   , 232.74   , 232.74   , 0.000    , dynamic        , dynamic dependency churn ,                                                                                                 
Oby                    , manyEffectsFromOneSource                                     , 555.63   , 555.63   , 555.63   , 0.000    , push           , wide fan-out             , checksum=180075672000                                                                           
Oby                    , manySourcesIntoOneComputedEffectWithDirect                   , 329.59   , 329.59   , 329.59   , 0.000    , pull           , wide fan-in              , checksum=1372929290292                                                                          
Oby                    , manySourcesIntoOneComputedEffect                             , 335.84   , 335.84   , 335.84   , 0.000    , pull           , wide fan-in              , checksum=1331323690944                                                                          
Oby                    , manySourcesIntoOneDirectEffect                               , 87.70    , 87.70    , 87.70    , 0.000    , pull           , wide fan-in              , checksum=41605599348                                                                            
Oby                    , molBench                                                     , 727.16   , 727.16   , 727.16   , 0.000    , dynamic        , mixed app graph          ,                                                                                                 
Oby                    , createDataSignals                                            , 34.27    , 34.27    , 34.27    , 0.000    , creation       , signal creation          ,                                                                                                 
Oby                    , createComputations0to1                                       , 85.24    , 85.24    , 85.24    , 0.000    , creation       , computed creation        ,                                                                                                 
Oby                    , createComputations1to1                                       , 75.34    , 75.34    , 75.34    , 0.000    , creation       , computed creation        ,                                                                                                 
Oby                    , createComputations2to1                                       , 42.08    , 42.08    , 42.08    , 0.000    , creation       , computed creation        ,                                                                                                 
Oby                    , createComputations4to1                                       , 25.45    , 25.45    , 25.45    , 0.000    , creation       , computed creation        ,                                                                                                 
Oby                    , createComputations1000to1                                    , 0.27     , 0.27     , 0.27     , 0.000    , creation       , computed creation        ,                                                                                                 
Oby                    , createComputations1to2                                       , 75.57    , 75.57    , 75.57    , 0.000    , creation       , computed creation        ,                                                                                                 
Oby                    , createComputations1to4                                       , 85.62    , 85.62    , 85.62    , 0.000    , creation       , computed creation        ,                                                                                                 
Oby                    , createComputations1to8                                       , 93.00    , 93.00    , 93.00    , 0.000    , creation       , computed creation        ,                                                                                                 
Oby                    , createComputations1to1000                                    , 85.93    , 85.93    , 85.93    , 0.000    , creation       , computed creation        ,                                                                                                 
Oby                    , updateComputations1to1                                       , 16.14    , 16.14    , 16.14    , 0.000    , update         , stable update            ,                                                                                                 
Oby                    , updateComputations2to1                                       , 11.54    , 11.54    , 11.54    , 0.000    , update         , stable update            ,                                                                                                 
Oby                    , updateComputations4to1                                       , 8.08     , 8.08     , 8.08     , 0.000    , update         , stable update            ,                                                                                                 
Oby                    , updateComputations1000to1                                    , 0.41     , 0.41     , 0.41     , 0.000    , update         , stable update            ,                                                                                                 
Oby                    , updateComputations1to2                                       , 7.87     , 7.87     , 7.87     , 0.000    , update         , stable update            ,                                                                                                 
Oby                    , updateComputations1to4                                       , 7.61     , 7.61     , 7.61     , 0.000    , update         , stable update            ,                                                                                                 
Oby                    , updateComputations1to1000                                    , 0.47     , 0.47     , 0.47     , 0.000    , update         , stable update            ,                                                                                                 
Oby                    , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 917.16   , 917.16   , 917.16   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
Oby                    , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1426.70  , 1426.70  , 1426.70  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
Oby                    , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 749.26   , 749.26   , 749.26   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
Oby                    , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1467.53  , 1467.53  , 1467.53  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
Oby                    , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 332.44   , 332.44   , 332.44   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
Oby                    , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 306.25   , 306.25   , 306.25   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
Oby                    , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 2576.65  , 2576.65  , 2576.65  , 0.000    , large_graph    , layered DAG              , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
Oby                    , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 15.94    , 15.94    , 15.94    , 0.000    , large_graph    , diamond mesh             , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
Oby                    , 32x8 - 4 sources - pull (pure pull)                          , 45.57    , 45.57    , 45.57    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
Oby                    , 8x64 - 1 sources - pull (linear chain - 1 source - pull (lin , 38.61    , 38.61    , 38.61    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=504 nodesVisited=504 edgesTraversed=504 sinkReads=8                             
Oby                    , 64x4 - 8 sources - pull (wide tree - 8 sources - pull (branc , 35.38    , 35.38    , 35.38    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=192 nodesVisited=192 edgesTraversed=1536 sinkReads=64                           
Oby                    , 32x8 - 4 sources - push (pure push)                          , 507.38   , 507.38   , 507.38   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220042              
Oby                    , 10x5 - 2 sources - read 20% (simple component)               , 843.51   , 843.51   , 843.51   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
Oby                    , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 616.45   , 616.45   , 616.45   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
Oby                    , 1000x12 - 4 sources - dynamic (large web app)                , 899.84   , 899.84   , 899.84   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
Oby                    , 1000x5 - 25 sources (wide dense)                             , 1020.17  , 1020.17  , 1020.17  , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
Oby                    , 5x500 - 3 sources (deep)                                     , 581.38   , 581.38   , 581.38   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
Signia                 , avoidablePropagation                                         , 1204.42  , 1204.42  , 1204.42  , 0.000    , baseline       , selective propagation    ,                                                                                                 
Signia                 , broadPropagation                                             , 1339.17  , 1339.17  , 1339.17  , 0.000    , baseline       , wide fan-out             ,                                                                                                 
Signia                 , deepPropagation                                              , 638.70   , 638.70   , 638.70   , 0.000    , pull           , linear chain             ,                                                                                                 
Signia                 , diamond                                                      , 941.75   , 941.75   , 941.75   , 0.000    , baseline       , diamond                  ,                                                                                                 
Signia                 , mux                                                          , 1263.31  , 1263.31  , 1263.31  , 0.000    , dynamic        , dynamic branch           ,                                                                                                 
Signia                 , repeatedObservers                                            , 1389.72  , 1389.72  , 1389.72  , 0.000    , baseline       , duplicate observer       ,                                                                                                 
Signia                 , triangle                                                     , 2161.10  , 2161.10  , 2161.10  , 0.000    , baseline       , glitch-free triangle     ,                                                                                                 
Signia                 , unstable                                                     , 1822.47  , 1822.47  , 1822.47  , 0.000    , dynamic        , dynamic dependency churn ,                                                                                                 
Signia                 , manyEffectsFromOneSource                                     , 810.33   , 810.33   , 810.33   , 0.000    , push           , wide fan-out             , checksum=180075672000                                                                           
Signia                 , manySourcesIntoOneComputedEffectWithDirect                   , 518.39   , 518.39   , 518.39   , 0.000    , pull           , wide fan-in              , checksum=1372929289844                                                                          
Signia                 , manySourcesIntoOneComputedEffect                             , 466.96   , 466.96   , 466.96   , 0.000    , pull           , wide fan-in              , checksum=1331323690944                                                                          
Signia                 , manySourcesIntoOneDirectEffect                               , 123.65   , 123.65   , 123.65   , 0.000    , pull           , wide fan-in              , checksum=41605598900                                                                            
Signia                 , molBench                                                     , 558.84   , 558.84   , 558.84   , 0.000    , dynamic        , mixed app graph          ,                                                                                                 
Signia                 , createDataSignals                                            , 10.90    , 10.90    , 10.90    , 0.000    , creation       , signal creation          ,                                                                                                 
Signia                 , createComputations0to1                                       , 15.85    , 15.85    , 15.85    , 0.000    , creation       , computed creation        ,                                                                                                 
Signia                 , createComputations1to1                                       , 23.01    , 23.01    , 23.01    , 0.000    , creation       , computed creation        ,                                                                                                 
Signia                 , createComputations2to1                                       , 21.17    , 21.17    , 21.17    , 0.000    , creation       , computed creation        ,                                                                                                 
Signia                 , createComputations4to1                                       , 21.53    , 21.53    , 21.53    , 0.000    , creation       , computed creation        ,                                                                                                 
Signia                 , createComputations1000to1                                    , 0.12     , 0.12     , 0.12     , 0.000    , creation       , computed creation        ,                                                                                                 
Signia                 , createComputations1to2                                       , 18.44    , 18.44    , 18.44    , 0.000    , creation       , computed creation        ,                                                                                                 
Signia                 , createComputations1to4                                       , 15.73    , 15.73    , 15.73    , 0.000    , creation       , computed creation        ,                                                                                                 
Signia                 , createComputations1to8                                       , 20.19    , 20.19    , 20.19    , 0.000    , creation       , computed creation        ,                                                                                                 
Signia                 , createComputations1to1000                                    , 16.73    , 16.73    , 16.73    , 0.000    , creation       , computed creation        ,                                                                                                 
Signia                 , updateComputations1to1                                       , 23.31    , 23.31    , 23.31    , 0.000    , update         , stable update            ,                                                                                                 
Signia                 , updateComputations2to1                                       , 22.08    , 22.08    , 22.08    , 0.000    , update         , stable update            ,                                                                                                 
Signia                 , updateComputations4to1                                       , 16.34    , 16.34    , 16.34    , 0.000    , update         , stable update            ,                                                                                                 
Signia                 , updateComputations1000to1                                    , 0.65     , 0.65     , 0.65     , 0.000    , update         , stable update            ,                                                                                                 
Signia                 , updateComputations1to2                                       , 19.55    , 19.55    , 19.55    , 0.000    , update         , stable update            ,                                                                                                 
Signia                 , updateComputations1to4                                       , 13.51    , 13.51    , 13.51    , 0.000    , update         , stable update            ,                                                                                                 
Signia                 , updateComputations1to1000                                    , 0.38     , 0.38     , 0.38     , 0.000    , update         , stable update            ,                                                                                                 
Signia                 , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 1623.66  , 1623.66  , 1623.66  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
Signia                 , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1446.42  , 1446.42  , 1446.42  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
Signia                 , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 1511.37  , 1511.37  , 1511.37  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
Signia                 , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1554.24  , 1554.24  , 1554.24  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
Signia                 , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 648.52   , 648.52   , 648.52   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
Signia                 , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 729.55   , 729.55   , 729.55   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
Signia                 , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 2015.67  , 2015.67  , 2015.67  , 0.000    , large_graph    , layered DAG              , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
Signia                 , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 220.80   , 220.80   , 220.80   , 0.000    , large_graph    , diamond mesh             , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
Signia                 , 32x8 - 4 sources - pull (pure pull)                          , 33.45    , 33.45    , 33.45    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
Signia                 , 8x64 - 1 sources - pull (linear chain - 1 source - pull (lin , 47.15    , 47.15    , 47.15    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=504 nodesVisited=504 edgesTraversed=504 sinkReads=8                             
Signia                 , 64x4 - 8 sources - pull (wide tree - 8 sources - pull (branc , 38.25    , 38.25    , 38.25    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=192 nodesVisited=192 edgesTraversed=1536 sinkReads=64                           
Signia                 , 32x8 - 4 sources - push (pure push)                          , 513.61   , 513.61   , 513.61   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
Signia                 , 10x5 - 2 sources - read 20% (simple component)               , 748.73   , 748.73   , 748.73   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
Signia                 , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 504.56   , 504.56   , 504.56   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
Signia                 , 1000x12 - 4 sources - dynamic (large web app)                , 12261.52 , 12261.52 , 12261.52 , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
Signia                 , 1000x5 - 25 sources (wide dense)                             , 4777.19  , 4777.19  , 4777.19  , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
Signia                 , 5x500 - 3 sources (deep)                                     , 488.84   , 488.84   , 488.84   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
@solidjs/signals       , avoidablePropagation                                         , 1952.16  , 1952.16  , 1952.16  , 0.000    , baseline       , selective propagation    ,                                                                                                 
@solidjs/signals       , broadPropagation                                             , 3183.91  , 3183.91  , 3183.91  , 0.000    , baseline       , wide fan-out             ,                                                                                                 
@solidjs/signals       , deepPropagation                                              , 1084.19  , 1084.19  , 1084.19  , 0.000    , pull           , linear chain             ,                                                                                                 
@solidjs/signals       , diamond                                                      , 2318.22  , 2318.22  , 2318.22  , 0.000    , baseline       , diamond                  ,                                                                                                 
@solidjs/signals       , mux                                                          , 1104.63  , 1104.63  , 1104.63  , 0.000    , dynamic        , dynamic branch           ,                                                                                                 
@solidjs/signals       , repeatedObservers                                            , 490.24   , 490.24   , 490.24   , 0.000    , baseline       , duplicate observer       ,                                                                                                 
@solidjs/signals       , triangle                                                     , 763.18   , 763.18   , 763.18   , 0.000    , baseline       , glitch-free triangle     ,                                                                                                 
@solidjs/signals       , unstable                                                     , 599.55   , 599.55   , 599.55   , 0.000    , dynamic        , dynamic dependency churn ,                                                                                                 
@solidjs/signals       , manyEffectsFromOneSource                                     , 2572.15  , 2572.15  , 2572.15  , 0.000    , push           , wide fan-out             , checksum=180075672000                                                                           
@solidjs/signals       , manySourcesIntoOneComputedEffectWithDirect                   , 762.38   , 762.38   , 762.38   , 0.000    , pull           , wide fan-in              , checksum=1372929289844                                                                          
@solidjs/signals       , manySourcesIntoOneComputedEffect                             , 603.50   , 603.50   , 603.50   , 0.000    , pull           , wide fan-in              , checksum=1331323690944                                                                          
@solidjs/signals       , manySourcesIntoOneDirectEffect                               , 183.13   , 183.13   , 183.13   , 0.000    , pull           , wide fan-in              , checksum=41605598900                                                                            
@solidjs/signals       , molBench                                                     , 781.90   , 781.90   , 781.90   , 0.000    , dynamic        , mixed app graph          ,                                                                                                 
@solidjs/signals       , createDataSignals                                            , 18.92    , 18.92    , 18.92    , 0.000    , creation       , signal creation          ,                                                                                                 
@solidjs/signals       , createComputations0to1                                       , 61.95    , 61.95    , 61.95    , 0.000    , creation       , computed creation        ,                                                                                                 
@solidjs/signals       , createComputations1to1                                       , 66.05    , 66.05    , 66.05    , 0.000    , creation       , computed creation        ,                                                                                                 
@solidjs/signals       , createComputations2to1                                       , 53.70    , 53.70    , 53.70    , 0.000    , creation       , computed creation        ,                                                                                                 
@solidjs/signals       , createComputations4to1                                       , 53.85    , 53.85    , 53.85    , 0.000    , creation       , computed creation        ,                                                                                                 
@solidjs/signals       , createComputations1000to1                                    , 9.26     , 9.26     , 9.26     , 0.000    , creation       , computed creation        ,                                                                                                 
@solidjs/signals       , createComputations1to2                                       , 85.34    , 85.34    , 85.34    , 0.000    , creation       , computed creation        ,                                                                                                 
@solidjs/signals       , createComputations1to4                                       , 70.66    , 70.66    , 70.66    , 0.000    , creation       , computed creation        ,                                                                                                 
@solidjs/signals       , createComputations1to8                                       , 75.93    , 75.93    , 75.93    , 0.000    , creation       , computed creation        ,                                                                                                 
@solidjs/signals       , createComputations1to1000                                    , 83.46    , 83.46    , 83.46    , 0.000    , creation       , computed creation        ,                                                                                                 
@solidjs/signals       , updateComputations1to1                                       , 19.03    , 19.03    , 19.03    , 0.000    , update         , stable update            ,                                                                                                 
