framework              , test                                                         , time     , p95      , p99      , cv       , group          , family                   , metrics                                                                                         
Preact Signals         , deepPropagation                                              , 278.67   , 278.67   , 278.67   , 0.000    , pull           , linear chain             ,                                                                                                 
Preact Signals         , diamond                                                      , 512.44   , 512.44   , 512.44   , 0.000    , baseline       , diamond                  ,                                                                                                 
Preact Signals         , mux                                                          , 573.75   , 573.75   , 573.75   , 0.000    , dynamic        , dynamic branch           ,                                                                                                 
Preact Signals         , repeatedObservers                                            , 133.00   , 133.00   , 133.00   , 0.000    , baseline       , duplicate observer       ,                                                                                                 
Preact Signals         , triangle                                                     , 244.99   , 244.99   , 244.99   , 0.000    , baseline       , glitch-free triangle     ,                                                                                                 
Preact Signals         , unstable                                                     , 164.13   , 164.13   , 164.13   , 0.000    , dynamic        , dynamic dependency churn ,                                                                                                 
Preact Signals         , manyEffectsFromOneSource                                     , 354.44   , 354.44   , 354.44   , 0.000    , push           , wide fan-out             , checksum=180075672000                                                                           
Preact Signals         , manySourcesIntoOneComputedEffectWithDirect                   , 312.18   , 312.18   , 312.18   , 0.000    , pull           , wide fan-in              , checksum=1372929289844                                                                          
Preact Signals         , manySourcesIntoOneComputedEffect                             , 372.60   , 372.60   , 372.60   , 0.000    , pull           , wide fan-in              , checksum=1331323690944                                                                          
Preact Signals         , manySourcesIntoOneDirectEffect                               , 105.29   , 105.29   , 105.29   , 0.000    , pull           , wide fan-in              , checksum=41605598900                                                                            
Preact Signals         , molBench                                                     , 520.64   , 520.64   , 520.64   , 0.000    , dynamic        , mixed app graph          ,                                                                                                 
Preact Signals         , createDataSignals                                            , 13.36    , 13.36    , 13.36    , 0.000    , creation       , signal creation          ,                                                                                                 
Preact Signals         , createComputations0to1                                       , 10.15    , 10.15    , 10.15    , 0.000    , creation       , computed creation        ,                                                                                                 
Preact Signals         , createComputations1to1                                       , 20.05    , 20.05    , 20.05    , 0.000    , creation       , computed creation        ,                                                                                                 
Preact Signals         , createComputations2to1                                       , 15.26    , 15.26    , 15.26    , 0.000    , creation       , computed creation        ,                                                                                                 
Preact Signals         , createComputations4to1                                       , 7.21     , 7.21     , 7.21     , 0.000    , creation       , computed creation        ,                                                                                                 
Preact Signals         , createComputations1000to1                                    , 5.27     , 5.27     , 5.27     , 0.000    , creation       , computed creation        ,                                                                                                 
Preact Signals         , createComputations1to2                                       , 11.03    , 11.03    , 11.03    , 0.000    , creation       , computed creation        ,                                                                                                 
Preact Signals         , createComputations1to4                                       , 9.85     , 9.85     , 9.85     , 0.000    , creation       , computed creation        ,                                                                                                 
Preact Signals         , createComputations1to8                                       , 6.69     , 6.69     , 6.69     , 0.000    , creation       , computed creation        ,                                                                                                 
Preact Signals         , createComputations1to1000                                    , 11.02    , 11.02    , 11.02    , 0.000    , creation       , computed creation        ,                                                                                                 
Preact Signals         , updateComputations1to1                                       , 9.37     , 9.37     , 9.37     , 0.000    , update         , stable update            ,                                                                                                 
Preact Signals         , updateComputations2to1                                       , 8.24     , 8.24     , 8.24     , 0.000    , update         , stable update            ,                                                                                                 
Preact Signals         , updateComputations4to1                                       , 3.82     , 3.82     , 3.82     , 0.000    , update         , stable update            ,                                                                                                 
Preact Signals         , updateComputations1000to1                                    , 0.24     , 0.24     , 0.24     , 0.000    , update         , stable update            ,                                                                                                 
Preact Signals         , updateComputations1to2                                       , 6.92     , 6.92     , 6.92     , 0.000    , update         , stable update            ,                                                                                                 
Preact Signals         , updateComputations1to4                                       , 3.58     , 3.58     , 3.58     , 0.000    , update         , stable update            ,                                                                                                 
Preact Signals         , updateComputations1to1000                                    , 0.37     , 0.37     , 0.37     , 0.000    , update         , stable update            ,                                                                                                 
Preact Signals         , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 1285.46  , 1285.46  , 1285.46  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
Preact Signals         , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1144.39  , 1144.39  , 1144.39  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
Preact Signals         , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 1329.19  , 1329.19  , 1329.19  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
Preact Signals         , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1198.78  , 1198.78  , 1198.78  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
Preact Signals         , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 452.36   , 452.36   , 452.36   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
Preact Signals         , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 290.48   , 290.48   , 290.48   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
Preact Signals         , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 1271.99  , 1271.99  , 1271.99  , 0.000    , large_graph    , layered DAG              , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
Preact Signals         , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 206.64   , 206.64   , 206.64   , 0.000    , large_graph    , diamond mesh             , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
Preact Signals         , 32x8 - 4 sources - pull (pure pull)                          , 37.09    , 37.09    , 37.09    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
Preact Signals         , 8x64 - 1 sources - pull (linear chain - 1 source - pull (lin , 47.79    , 47.79    , 47.79    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=504 nodesVisited=504 edgesTraversed=504 sinkReads=8                             
Preact Signals         , 64x4 - 8 sources - pull (wide tree - 8 sources - pull (branc , 31.00    , 31.00    , 31.00    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=192 nodesVisited=192 edgesTraversed=1536 sinkReads=64                           
Preact Signals         , 32x8 - 4 sources - push (pure push)                          , 289.12   , 289.12   , 289.12   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
Preact Signals         , 10x5 - 2 sources - read 20% (simple component)               , 610.28   , 610.28   , 610.28   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
Preact Signals         , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 350.00   , 350.00   , 350.00   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
Preact Signals         , 1000x12 - 4 sources - dynamic (large web app)                , 6035.33  , 6035.33  , 6035.33  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
Preact Signals         , 1000x5 - 25 sources (wide dense)                             , 4602.08  , 4602.08  , 4602.08  , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
Preact Signals         , 5x500 - 3 sources (deep)                                     , 323.23   , 323.23   , 323.23   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
@reactively            , avoidablePropagation                                         , 697.54   , 697.54   , 697.54   , 0.000    , baseline       , selective propagation    ,                                                                                                 
@reactively            , broadPropagation                                             , 652.91   , 652.91   , 652.91   , 0.000    , baseline       , wide fan-out             ,                                                                                                 
@reactively            , deepPropagation                                              , 289.65   , 289.65   , 289.65   , 0.000    , pull           , linear chain             ,                                                                                                 
@reactively            , diamond                                                      , 552.23   , 552.23   , 552.23   , 0.000    , baseline       , diamond                  ,                                                                                                 
@reactively            , mux                                                          , 680.09   , 680.09   , 680.09   , 0.000    , dynamic        , dynamic branch           ,                                                                                                 
@reactively            , repeatedObservers                                            , 147.92   , 147.92   , 147.92   , 0.000    , baseline       , duplicate observer       ,                                                                                                 
@reactively            , triangle                                                     , 202.78   , 202.78   , 202.78   , 0.000    , baseline       , glitch-free triangle     ,                                                                                                 
@reactively            , unstable                                                     , 271.21   , 271.21   , 271.21   , 0.000    , dynamic        , dynamic dependency churn ,                                                                                                 
@reactively            , manyEffectsFromOneSource                                     , 379.18   , 379.18   , 379.18   , 0.000    , push           , wide fan-out             , checksum=180075672000                                                                           
@reactively            , manySourcesIntoOneComputedEffectWithDirect                   , 187.42   , 187.42   , 187.42   , 0.000    , pull           , wide fan-in              , checksum=1372929290292                                                                          
@reactively            , manySourcesIntoOneComputedEffect                             , 187.63   , 187.63   , 187.63   , 0.000    , pull           , wide fan-in              , checksum=1331323690944                                                                          
@reactively            , manySourcesIntoOneDirectEffect                               , 80.14    , 80.14    , 80.14    , 0.000    , pull           , wide fan-in              , checksum=41605599348                                                                            
@reactively            , molBench                                                     , 529.95   , 529.95   , 529.95   , 0.000    , dynamic        , mixed app graph          ,                                                                                                 
@reactively            , createDataSignals                                            , 13.88    , 13.88    , 13.88    , 0.000    , creation       , signal creation          ,                                                                                                 
@reactively            , createComputations0to1                                       , 11.01    , 11.01    , 11.01    , 0.000    , creation       , computed creation        ,                                                                                                 
@reactively            , createComputations1to1                                       , 15.27    , 15.27    , 15.27    , 0.000    , creation       , computed creation        ,                                                                                                 
@reactively            , createComputations2to1                                       , 12.87    , 12.87    , 12.87    , 0.000    , creation       , computed creation        ,                                                                                                 
@reactively            , createComputations4to1                                       , 9.27     , 9.27     , 9.27     , 0.000    , creation       , computed creation        ,                                                                                                 
@reactively            , createComputations1000to1                                    , 0.05     , 0.05     , 0.05     , 0.000    , creation       , computed creation        ,                                                                                                 
@reactively            , createComputations1to2                                       , 12.53    , 12.53    , 12.53    , 0.000    , creation       , computed creation        ,                                                                                                 
@reactively            , createComputations1to4                                       , 6.87     , 6.87     , 6.87     , 0.000    , creation       , computed creation        ,                                                                                                 
@reactively            , createComputations1to8                                       , 7.33     , 7.33     , 7.33     , 0.000    , creation       , computed creation        ,                                                                                                 
@reactively            , createComputations1to1000                                    , 11.03    , 11.03    , 11.03    , 0.000    , creation       , computed creation        ,                                                                                                 
@reactively            , updateComputations1to1                                       , 3.85     , 3.85     , 3.85     , 0.000    , update         , stable update            ,                                                                                                 
@reactively            , updateComputations2to1                                       , 3.26     , 3.26     , 3.26     , 0.000    , update         , stable update            ,                                                                                                 
@reactively            , updateComputations4to1                                       , 3.07     , 3.07     , 3.07     , 0.000    , update         , stable update            ,                                                                                                 
@reactively            , updateComputations1000to1                                    , 0.14     , 0.14     , 0.14     , 0.000    , update         , stable update            ,                                                                                                 
@reactively            , updateComputations1to2                                       , 3.30     , 3.30     , 3.30     , 0.000    , update         , stable update            ,                                                                                                 
@reactively            , updateComputations1to4                                       , 4.41     , 4.41     , 4.41     , 0.000    , update         , stable update            ,                                                                                                 
@reactively            , updateComputations1to1000                                    , 0.33     , 0.33     , 0.33     , 0.000    , update         , stable update            ,                                                                                                 
@reactively            , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 622.78   , 622.78   , 622.78   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
@reactively            , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 901.40   , 901.40   , 901.40   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
@reactively            , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 485.15   , 485.15   , 485.15   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
@reactively            , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1071.90  , 1071.90  , 1071.90  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
@reactively            , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 258.58   , 258.58   , 258.58   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
@reactively            , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 153.04   , 153.04   , 153.04   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
@reactively            , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 1215.81  , 1215.81  , 1215.81  , 0.000    , large_graph    , layered DAG              , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
@reactively            , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 11.28    , 11.28    , 11.28    , 0.000    , large_graph    , diamond mesh             , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
@reactively            , 32x8 - 4 sources - pull (pure pull)                          , 33.93    , 33.93    , 33.93    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
@reactively            , 8x64 - 1 sources - pull (linear chain - 1 source - pull (lin , 39.34    , 39.34    , 39.34    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=504 nodesVisited=504 edgesTraversed=504 sinkReads=8                             
@reactively            , 64x4 - 8 sources - pull (wide tree - 8 sources - pull (branc , 31.27    , 31.27    , 31.27    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=192 nodesVisited=192 edgesTraversed=1536 sinkReads=64                           
@reactively            , 32x8 - 4 sources - push (pure push)                          , 259.83   , 259.83   , 259.83   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220042              
@reactively            , 10x5 - 2 sources - read 20% (simple component)               , 412.76   , 412.76   , 412.76   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
@reactively            , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 358.64   , 358.64   , 358.64   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
@reactively            , 1000x12 - 4 sources - dynamic (large web app)                , 588.82   , 588.82   , 588.82   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
@reactively            , 1000x5 - 25 sources (wide dense)                             , 795.90   , 795.90   , 795.90   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
@reactively            , 5x500 - 3 sources (deep)                                     , 416.45   , 416.45   , 416.45   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
s-js                   , avoidablePropagation                                         , 820.52   , 820.52   , 820.52   , 0.000    , baseline       , selective propagation    ,                                                                                                 
s-js                   , broadPropagation                                             , 584.05   , 584.05   , 584.05   , 0.000    , baseline       , wide fan-out             ,                                                                                                 
s-js                   , deepPropagation                                              , 228.80   , 228.80   , 228.80   , 0.000    , pull           , linear chain             ,                                                                                                 
s-js                   , diamond                                                      , 515.24   , 515.24   , 515.24   , 0.000    , baseline       , diamond                  ,                                                                                                 
s-js                   , mux                                                          , 833.31   , 833.31   , 833.31   , 0.000    , dynamic        , dynamic branch           ,                                                                                                 
s-js                   , repeatedObservers                                            , 202.18   , 202.18   , 202.18   , 0.000    , baseline       , duplicate observer       ,                                                                                                 
s-js                   , triangle                                                     , 231.73   , 231.73   , 231.73   , 0.000    , baseline       , glitch-free triangle     ,                                                                                                 
s-js                   , unstable                                                     , 235.65   , 235.65   , 235.65   , 0.000    , dynamic        , dynamic dependency churn ,                                                                                                 
s-js                   , manyEffectsFromOneSource                                     , 399.35   , 399.35   , 399.35   , 0.000    , push           , wide fan-out             , checksum=180075672000                                                                           
s-js                   , manySourcesIntoOneComputedEffectWithDirect                   , 281.48   , 281.48   , 281.48   , 0.000    , pull           , wide fan-in              , checksum=1372929289844                                                                          
s-js                   , manySourcesIntoOneComputedEffect                             , 254.05   , 254.05   , 254.05   , 0.000    , pull           , wide fan-in              , checksum=1331323690944                                                                          
s-js                   , manySourcesIntoOneDirectEffect                               , 97.35    , 97.35    , 97.35    , 0.000    , pull           , wide fan-in              , checksum=41605598900                                                                            
s-js                   , molBench                                                     , 1301.32  , 1301.32  , 1301.32  , 0.000    , dynamic        , mixed app graph          ,                                                                                                 
s-js                   , createDataSignals                                            , 42.06    , 42.06    , 42.06    , 0.000    , creation       , signal creation          ,                                                                                                 
s-js                   , createComputations0to1                                       , 8.63     , 8.63     , 8.63     , 0.000    , creation       , computed creation        ,                                                                                                 
s-js                   , createComputations1to1                                       , 42.59    , 42.59    , 42.59    , 0.000    , creation       , computed creation        ,                                                                                                 
s-js                   , createComputations2to1                                       , 50.02    , 50.02    , 50.02    , 0.000    , creation       , computed creation        ,                                                                                                 
s-js                   , createComputations4to1                                       , 61.55    , 61.55    , 61.55    , 0.000    , creation       , computed creation        ,                                                                                                 
s-js                   , createComputations1000to1                                    , 14.68    , 14.68    , 14.68    , 0.000    , creation       , computed creation        ,                                                                                                 
s-js                   , createComputations1to2                                       , 47.37    , 47.37    , 47.37    , 0.000    , creation       , computed creation        ,                                                                                                 
s-js                   , createComputations1to4                                       , 56.24    , 56.24    , 56.24    , 0.000    , creation       , computed creation        ,                                                                                                 
s-js                   , createComputations1to8                                       , 83.82    , 83.82    , 83.82    , 0.000    , creation       , computed creation        ,                                                                                                 
s-js                   , createComputations1to1000                                    , 51.25    , 51.25    , 51.25    , 0.000    , creation       , computed creation        ,                                                                                                 
s-js                   , updateComputations1to1                                       , 48.92    , 48.92    , 48.92    , 0.000    , update         , stable update            ,                                                                                                 
s-js                   , updateComputations2to1                                       , 30.20    , 30.20    , 30.20    , 0.000    , update         , stable update            ,                                                                                                 
s-js                   , updateComputations4to1                                       , 27.49    , 27.49    , 27.49    , 0.000    , update         , stable update            ,                                                                                                 
s-js                   , updateComputations1000to1                                    , 31.37    , 31.37    , 31.37    , 0.000    , update         , stable update            ,                                                                                                 
s-js                   , updateComputations1to2                                       , 41.15    , 41.15    , 41.15    , 0.000    , update         , stable update            ,                                                                                                 
s-js                   , updateComputations1to4                                       , 51.00    , 51.00    , 51.00    , 0.000    , update         , stable update            ,                                                                                                 
s-js                   , updateComputations1to1000                                    , 29.80    , 29.80    , 29.80    , 0.000    , update         , stable update            ,                                                                                                 
s-js                   , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 1687.79  , 1687.79  , 1687.79  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=6000270 nodesVisited=6000270 edgesTraversed=24001017 sinkReads=960008           
s-js                   , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1384.98  , 1384.98  , 1384.98  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=5670087 nodesVisited=5670087 edgesTraversed=17010146 sinkReads=900010           
s-js                   , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 1027.52  , 1027.52  , 1027.52  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=2700620 nodesVisited=2700620 edgesTraversed=13502767 sinkReads=660022           
s-js                   , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1429.81  , 1429.81  , 1429.81  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=4320213 nodesVisited=4320213 edgesTraversed=17280788 sinkReads=720024           
s-js                   , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 317.88   , 317.88   , 317.88   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=233240 nodesVisited=233240 edgesTraversed=932960 sinkReads=61952                
s-js                   , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 340.09   , 340.09   , 340.09   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
s-js                   , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 2660.21  , 2660.21  , 2660.21  , 0.000    , large_graph    , layered DAG              , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
s-js                   , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 16.57    , 16.57    , 16.57    , 0.000    , large_graph    , diamond mesh             , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
s-js                   , 32x8 - 4 sources - pull (pure pull)                          , 315.45   , 315.45   , 315.45   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=32                  
s-js                   , 8x64 - 1 sources - pull (linear chain - 1 source - pull (lin , 108.56   , 108.56   , 108.56   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=630441 nodesVisited=630441 edgesTraversed=630441 sinkReads=8                    
s-js                   , 64x4 - 8 sources - pull (wide tree - 8 sources - pull (branc , 248.51   , 248.51   , 248.51   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=450147 nodesVisited=450147 edgesTraversed=3601176 sinkReads=64                  
s-js                   , 32x8 - 4 sources - push (pure push)                          , 344.31   , 344.31   , 344.31   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
s-js                   , 10x5 - 2 sources - read 20% (simple component)               , 1192.57  , 1192.57  , 1192.57  , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=8400026 nodesVisited=8400026 edgesTraversed=16800052 sinkReads=1200002          
s-js                   , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 533.22   , 533.22   , 533.22   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1290004 nodesVisited=1290004 edgesTraversed=7739922 sinkReads=30002             
s-js                   , 1000x12 - 4 sources - dynamic (large web app)                , 715.30   , 715.30   , 715.30   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
s-js                   , 1000x5 - 25 sources (wide dense)                             , 1451.10  , 1451.10  , 1451.10  , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
s-js                   , 5x500 - 3 sources (deep)                                     , 623.74   , 623.74   , 623.74   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
@amadeus-it-group/tans , avoidablePropagation                                         , 1142.42  , 1142.42  , 1142.42  , 0.000    , baseline       , selective propagation    ,                                                                                                 
@amadeus-it-group/tans , broadPropagation                                             , 1787.91  , 1787.91  , 1787.91  , 0.000    , baseline       , wide fan-out             ,                                                                                                 
@amadeus-it-group/tans , deepPropagation                                              , 560.79   , 560.79   , 560.79   , 0.000    , pull           , linear chain             ,                                                                                                 
@amadeus-it-group/tans , diamond                                                      , 930.60   , 930.60   , 930.60   , 0.000    , baseline       , diamond                  ,                                                                                                 
@amadeus-it-group/tans , mux                                                          , 1027.83  , 1027.83  , 1027.83  , 0.000    , dynamic        , dynamic branch           ,                                                                                                 
@amadeus-it-group/tans , repeatedObservers                                            , 241.09   , 241.09   , 241.09   , 0.000    , baseline       , duplicate observer       ,                                                                                                 
@amadeus-it-group/tans , triangle                                                     , 324.87   , 324.87   , 324.87   , 0.000    , baseline       , glitch-free triangle     ,                                                                                                 
@amadeus-it-group/tans , unstable                                                     , 406.14   , 406.14   , 406.14   , 0.000    , dynamic        , dynamic dependency churn ,                                                                                                 
@amadeus-it-group/tans , manyEffectsFromOneSource                                     , 1034.03  , 1034.03  , 1034.03  , 0.000    , push           , wide fan-out             , checksum=180075672000                                                                           
@amadeus-it-group/tans , manySourcesIntoOneComputedEffectWithDirect                   , 362.02   , 362.02   , 362.02   , 0.000    , pull           , wide fan-in              , checksum=1372929289844                                                                          
@amadeus-it-group/tans , manySourcesIntoOneComputedEffect                             , 340.28   , 340.28   , 340.28   , 0.000    , pull           , wide fan-in              , checksum=1331323690944                                                                          
@amadeus-it-group/tans , manySourcesIntoOneDirectEffect                               , 100.72   , 100.72   , 100.72   , 0.000    , pull           , wide fan-in              , checksum=41605598900                                                                            
@amadeus-it-group/tans , molBench                                                     , 877.35   , 877.35   , 877.35   , 0.000    , dynamic        , mixed app graph          ,                                                                                                 
@amadeus-it-group/tans , createDataSignals                                            , 13.89    , 13.89    , 13.89    , 0.000    , creation       , signal creation          ,                                                                                                 
@amadeus-it-group/tans , createComputations0to1                                       , 20.77    , 20.77    , 20.77    , 0.000    , creation       , computed creation        ,                                                                                                 
@amadeus-it-group/tans , createComputations1to1                                       , 33.08    , 33.08    , 33.08    , 0.000    , creation       , computed creation        ,                                                                                                 
@amadeus-it-group/tans , createComputations2to1                                       , 22.45    , 22.45    , 22.45    , 0.000    , creation       , computed creation        ,                                                                                                 
@amadeus-it-group/tans , createComputations4to1                                       , 24.28    , 24.28    , 24.28    , 0.000    , creation       , computed creation        ,                                                                                                 
@amadeus-it-group/tans , createComputations1000to1                                    , 0.22     , 0.22     , 0.22     , 0.000    , creation       , computed creation        ,                                                                                                 
@amadeus-it-group/tans , createComputations1to2                                       , 44.87    , 44.87    , 44.87    , 0.000    , creation       , computed creation        ,                                                                                                 
@amadeus-it-group/tans , createComputations1to4                                       , 26.29    , 26.29    , 26.29    , 0.000    , creation       , computed creation        ,                                                                                                 
@amadeus-it-group/tans , createComputations1to8                                       , 28.20    , 28.20    , 28.20    , 0.000    , creation       , computed creation        ,                                                                                                 
@amadeus-it-group/tans , createComputations1to1000                                    , 25.11    , 25.11    , 25.11    , 0.000    , creation       , computed creation        ,                                                                                                 
@amadeus-it-group/tans , updateComputations1to1                                       , 9.70     , 9.70     , 9.70     , 0.000    , update         , stable update            ,                                                                                                 
@amadeus-it-group/tans , updateComputations2to1                                       , 8.15     , 8.15     , 8.15     , 0.000    , update         , stable update            ,                                                                                                 
@amadeus-it-group/tans , updateComputations4to1                                       , 6.31     , 6.31     , 6.31     , 0.000    , update         , stable update            ,                                                                                                 
