framework              , test                                                         , time     , p95      , p99      , cv       , group          , family                   , metrics                                                                                         
@amadeus-it-group/tans , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 1995.98  , 1995.98  , 1995.98  , 0.000    , large_graph    , layered DAG              , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
@amadeus-it-group/tans , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 16.77    , 16.77    , 16.77    , 0.000    , large_graph    , diamond mesh             , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
@amadeus-it-group/tans , 32x8 - 4 sources - pull (pure pull)                          , 36.42    , 36.42    , 36.42    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
@amadeus-it-group/tans , 8x64 - 1 sources - pull (linear chain - 1 source - pull (lin , 41.81    , 41.81    , 41.81    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=504 nodesVisited=504 edgesTraversed=504 sinkReads=8                             
@amadeus-it-group/tans , 64x4 - 8 sources - pull (wide tree - 8 sources - pull (branc , 34.02    , 34.02    , 34.02    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=192 nodesVisited=192 edgesTraversed=1536 sinkReads=64                           
@amadeus-it-group/tans , 32x8 - 4 sources - push (pure push)                          , 428.91   , 428.91   , 428.91   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
@amadeus-it-group/tans , 10x5 - 2 sources - read 20% (simple component)               , 811.73   , 811.73   , 811.73   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
@amadeus-it-group/tans , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 539.99   , 539.99   , 539.99   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
@amadeus-it-group/tans , 1000x12 - 4 sources - dynamic (large web app)                , 967.24   , 967.24   , 967.24   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
@amadeus-it-group/tans , 1000x5 - 25 sources (wide dense)                             , 1111.36  , 1111.36  , 1111.36  , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
@amadeus-it-group/tans , 5x500 - 3 sources (deep)                                     , 735.70   , 735.70   , 735.70   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
$mol_wire              , avoidablePropagation                                         , 1078.95  , 1078.95  , 1078.95  , 0.000    , baseline       , selective propagation    ,                                                                                                 
$mol_wire              , broadPropagation                                             , 2227.10  , 2227.10  , 2227.10  , 0.000    , baseline       , wide fan-out             ,                                                                                                 
$mol_wire              , deepPropagation                                              , 680.87   , 680.87   , 680.87   , 0.000    , pull           , linear chain             ,                                                                                                 
$mol_wire              , diamond                                                      , 1311.18  , 1311.18  , 1311.18  , 0.000    , baseline       , diamond                  ,                                                                                                 
$mol_wire              , mux                                                          , 1498.86  , 1498.86  , 1498.86  , 0.000    , dynamic        , dynamic branch           ,                                                                                                 
$mol_wire              , repeatedObservers                                            , 363.33   , 363.33   , 363.33   , 0.000    , baseline       , duplicate observer       ,                                                                                                 
$mol_wire              , triangle                                                     , 500.22   , 500.22   , 500.22   , 0.000    , baseline       , glitch-free triangle     ,                                                                                                 
$mol_wire              , unstable                                                     , 690.53   , 690.53   , 690.53   , 0.000    , dynamic        , dynamic dependency churn ,                                                                                                 
$mol_wire              , manyEffectsFromOneSource                                     , 1672.17  , 1672.17  , 1672.17  , 0.000    , push           , wide fan-out             , checksum=180075672000                                                                           
$mol_wire              , manySourcesIntoOneComputedEffectWithDirect                   , 359.37   , 359.37   , 359.37   , 0.000    , pull           , wide fan-in              , checksum=1372929289844                                                                          
$mol_wire              , manySourcesIntoOneComputedEffect                             , 331.08   , 331.08   , 331.08   , 0.000    , pull           , wide fan-in              , checksum=1331323690944                                                                          
$mol_wire              , manySourcesIntoOneDirectEffect                               , 107.59   , 107.59   , 107.59   , 0.000    , pull           , wide fan-in              , checksum=41605598900                                                                            
$mol_wire              , molBench                                                     , 562.48   , 562.48   , 562.48   , 0.000    , dynamic        , mixed app graph          ,                                                                                                 
$mol_wire              , createDataSignals                                            , 38.08    , 38.08    , 38.08    , 0.000    , creation       , signal creation          ,                                                                                                 
$mol_wire              , createComputations0to1                                       , 11.83    , 11.83    , 11.83    , 0.000    , creation       , computed creation        ,                                                                                                 
$mol_wire              , createComputations1to1                                       , 20.01    , 20.01    , 20.01    , 0.000    , creation       , computed creation        ,                                                                                                 
$mol_wire              , createComputations2to1                                       , 12.87    , 12.87    , 12.87    , 0.000    , creation       , computed creation        ,                                                                                                 
$mol_wire              , createComputations4to1                                       , 8.35     , 8.35     , 8.35     , 0.000    , creation       , computed creation        ,                                                                                                 
$mol_wire              , createComputations1000to1                                    , 0.07     , 0.07     , 0.07     , 0.000    , creation       , computed creation        ,                                                                                                 
$mol_wire              , createComputations1to2                                       , 17.15    , 17.15    , 17.15    , 0.000    , creation       , computed creation        ,                                                                                                 
$mol_wire              , createComputations1to4                                       , 16.93    , 16.93    , 16.93    , 0.000    , creation       , computed creation        ,                                                                                                 
$mol_wire              , createComputations1to8                                       , 18.14    , 18.14    , 18.14    , 0.000    , creation       , computed creation        ,                                                                                                 
$mol_wire              , createComputations1to1000                                    , 14.21    , 14.21    , 14.21    , 0.000    , creation       , computed creation        ,                                                                                                 
$mol_wire              , updateComputations1to1                                       , 10.65    , 10.65    , 10.65    , 0.000    , update         , stable update            ,                                                                                                 
$mol_wire              , updateComputations2to1                                       , 8.27     , 8.27     , 8.27     , 0.000    , update         , stable update            ,                                                                                                 
$mol_wire              , updateComputations4to1                                       , 5.81     , 5.81     , 5.81     , 0.000    , update         , stable update            ,                                                                                                 
$mol_wire              , updateComputations1000to1                                    , 0.14     , 0.14     , 0.14     , 0.000    , update         , stable update            ,                                                                                                 
$mol_wire              , updateComputations1to2                                       , 9.15     , 9.15     , 9.15     , 0.000    , update         , stable update            ,                                                                                                 
$mol_wire              , updateComputations1to4                                       , 6.29     , 6.29     , 6.29     , 0.000    , update         , stable update            ,                                                                                                 
$mol_wire              , updateComputations1to1000                                    , 0.64     , 0.64     , 0.64     , 0.000    , update         , stable update            ,                                                                                                 
$mol_wire              , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 1162.55  , 1162.55  , 1162.55  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
$mol_wire              , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1835.27  , 1835.27  , 1835.27  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
$mol_wire              , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 882.44   , 882.44   , 882.44   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
$mol_wire              , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1825.22  , 1825.22  , 1825.22  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
$mol_wire              , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 250.00   , 250.00   , 250.00   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
$mol_wire              , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 278.94   , 278.94   , 278.94   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
$mol_wire              , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 2143.57  , 2143.57  , 2143.57  , 0.000    , large_graph    , layered DAG              , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
$mol_wire              , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 20.67    , 20.67    , 20.67    , 0.000    , large_graph    , diamond mesh             , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
$mol_wire              , 32x8 - 4 sources - pull (pure pull)                          , 33.06    , 33.06    , 33.06    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
$mol_wire              , 8x64 - 1 sources - pull (linear chain - 1 source - pull (lin , 38.80    , 38.80    , 38.80    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=504 nodesVisited=504 edgesTraversed=504 sinkReads=8                             
$mol_wire              , 64x4 - 8 sources - pull (wide tree - 8 sources - pull (branc , 33.56    , 33.56    , 33.56    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=192 nodesVisited=192 edgesTraversed=1536 sinkReads=64                           
$mol_wire              , 32x8 - 4 sources - push (pure push)                          , 554.38   , 554.38   , 554.38   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
$mol_wire              , 10x5 - 2 sources - read 20% (simple component)               , 1055.18  , 1055.18  , 1055.18  , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
$mol_wire              , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 631.03   , 631.03   , 631.03   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
$mol_wire              , 1000x12 - 4 sources - dynamic (large web app)                , 1005.97  , 1005.97  , 1005.97  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
$mol_wire              , 1000x5 - 25 sources (wide dense)                             , 1194.17  , 1194.17  , 1194.17  , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
$mol_wire              , 5x500 - 3 sources (deep)                                     , 608.59   , 608.59   , 608.59   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
Oby                    , avoidablePropagation                                         , 792.62   , 792.62   , 792.62   , 0.000    , baseline       , selective propagation    ,                                                                                                 
Oby                    , broadPropagation                                             , 1465.15  , 1465.15  , 1465.15  , 0.000    , baseline       , wide fan-out             ,                                                                                                 
Oby                    , deepPropagation                                              , 534.01   , 534.01   , 534.01   , 0.000    , pull           , linear chain             ,                                                                                                 
Oby                    , diamond                                                      , 875.34   , 875.34   , 875.34   , 0.000    , baseline       , diamond                  ,                                                                                                 
Oby                    , mux                                                          , 945.64   , 945.64   , 945.64   , 0.000    , dynamic        , dynamic branch           ,                                                                                                 
Oby                    , repeatedObservers                                            , 219.87   , 219.87   , 219.87   , 0.000    , baseline       , duplicate observer       ,                                                                                                 
Oby                    , triangle                                                     , 351.83   , 351.83   , 351.83   , 0.000    , baseline       , glitch-free triangle     ,                                                                                                 
Oby                    , unstable                                                     , 233.56   , 233.56   , 233.56   , 0.000    , dynamic        , dynamic dependency churn ,                                                                                                 
Oby                    , manyEffectsFromOneSource                                     , 546.39   , 546.39   , 546.39   , 0.000    , push           , wide fan-out             , checksum=180075672000                                                                           
Oby                    , manySourcesIntoOneComputedEffectWithDirect                   , 329.60   , 329.60   , 329.60   , 0.000    , pull           , wide fan-in              , checksum=1372929290292                                                                          
Oby                    , manySourcesIntoOneComputedEffect                             , 306.19   , 306.19   , 306.19   , 0.000    , pull           , wide fan-in              , checksum=1331323690944                                                                          
Oby                    , manySourcesIntoOneDirectEffect                               , 83.45    , 83.45    , 83.45    , 0.000    , pull           , wide fan-in              , checksum=41605599348                                                                            
Oby                    , molBench                                                     , 700.85   , 700.85   , 700.85   , 0.000    , dynamic        , mixed app graph          ,                                                                                                 
Oby                    , createDataSignals                                            , 41.40    , 41.40    , 41.40    , 0.000    , creation       , signal creation          ,                                                                                                 
Oby                    , createComputations0to1                                       , 74.33    , 74.33    , 74.33    , 0.000    , creation       , computed creation        ,                                                                                                 
Oby                    , createComputations1to1                                       , 76.33    , 76.33    , 76.33    , 0.000    , creation       , computed creation        ,                                                                                                 
Oby                    , createComputations2to1                                       , 44.32    , 44.32    , 44.32    , 0.000    , creation       , computed creation        ,                                                                                                 
Oby                    , createComputations4to1                                       , 28.31    , 28.31    , 28.31    , 0.000    , creation       , computed creation        ,                                                                                                 
Oby                    , createComputations1000to1                                    , 0.30     , 0.30     , 0.30     , 0.000    , creation       , computed creation        ,                                                                                                 
Oby                    , createComputations1to2                                       , 82.06    , 82.06    , 82.06    , 0.000    , creation       , computed creation        ,                                                                                                 
Oby                    , createComputations1to4                                       , 84.82    , 84.82    , 84.82    , 0.000    , creation       , computed creation        ,                                                                                                 
Oby                    , createComputations1to8                                       , 95.11    , 95.11    , 95.11    , 0.000    , creation       , computed creation        ,                                                                                                 
Oby                    , createComputations1to1000                                    , 87.33    , 87.33    , 87.33    , 0.000    , creation       , computed creation        ,                                                                                                 
Oby                    , updateComputations1to1                                       , 14.25    , 14.25    , 14.25    , 0.000    , update         , stable update            ,                                                                                                 
Oby                    , updateComputations2to1                                       , 12.92    , 12.92    , 12.92    , 0.000    , update         , stable update            ,                                                                                                 
Oby                    , updateComputations4to1                                       , 7.03     , 7.03     , 7.03     , 0.000    , update         , stable update            ,                                                                                                 
Oby                    , updateComputations1000to1                                    , 0.40     , 0.40     , 0.40     , 0.000    , update         , stable update            ,                                                                                                 
Oby                    , updateComputations1to2                                       , 10.17    , 10.17    , 10.17    , 0.000    , update         , stable update            ,                                                                                                 
Oby                    , updateComputations1to4                                       , 5.06     , 5.06     , 5.06     , 0.000    , update         , stable update            ,                                                                                                 
Oby                    , updateComputations1to1000                                    , 0.95     , 0.95     , 0.95     , 0.000    , update         , stable update            ,                                                                                                 
Oby                    , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 913.10   , 913.10   , 913.10   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
Oby                    , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1426.38  , 1426.38  , 1426.38  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
Oby                    , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 870.28   , 870.28   , 870.28   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
Oby                    , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1648.79  , 1648.79  , 1648.79  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
Oby                    , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 459.74   , 459.74   , 459.74   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
Oby                    , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 289.28   , 289.28   , 289.28   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
Oby                    , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 2661.70  , 2661.70  , 2661.70  , 0.000    , large_graph    , layered DAG              , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
Oby                    , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 15.83    , 15.83    , 15.83    , 0.000    , large_graph    , diamond mesh             , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
Oby                    , 32x8 - 4 sources - pull (pure pull)                          , 34.55    , 34.55    , 34.55    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
Oby                    , 8x64 - 1 sources - pull (linear chain - 1 source - pull (lin , 38.53    , 38.53    , 38.53    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=504 nodesVisited=504 edgesTraversed=504 sinkReads=8                             
Oby                    , 64x4 - 8 sources - pull (wide tree - 8 sources - pull (branc , 33.51    , 33.51    , 33.51    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=192 nodesVisited=192 edgesTraversed=1536 sinkReads=64                           
Oby                    , 32x8 - 4 sources - push (pure push)                          , 425.84   , 425.84   , 425.84   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220042              
Oby                    , 10x5 - 2 sources - read 20% (simple component)               , 710.81   , 710.81   , 710.81   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
Oby                    , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 540.35   , 540.35   , 540.35   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
Oby                    , 1000x12 - 4 sources - dynamic (large web app)                , 947.65   , 947.65   , 947.65   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
Oby                    , 1000x5 - 25 sources (wide dense)                             , 1078.53  , 1078.53  , 1078.53  , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
Oby                    , 5x500 - 3 sources (deep)                                     , 656.64   , 656.64   , 656.64   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
Signia                 , avoidablePropagation                                         , 953.82   , 953.82   , 953.82   , 0.000    , baseline       , selective propagation    ,                                                                                                 
Signia                 , broadPropagation                                             , 1373.53  , 1373.53  , 1373.53  , 0.000    , baseline       , wide fan-out             ,                                                                                                 
Signia                 , deepPropagation                                              , 450.88   , 450.88   , 450.88   , 0.000    , pull           , linear chain             ,                                                                                                 
Signia                 , diamond                                                      , 799.96   , 799.96   , 799.96   , 0.000    , baseline       , diamond                  ,                                                                                                 
Signia                 , mux                                                          , 1031.80  , 1031.80  , 1031.80  , 0.000    , dynamic        , dynamic branch           ,                                                                                                 
Signia                 , repeatedObservers                                            , 196.05   , 196.05   , 196.05   , 0.000    , baseline       , duplicate observer       ,                                                                                                 
Signia                 , triangle                                                     , 320.35   , 320.35   , 320.35   , 0.000    , baseline       , glitch-free triangle     ,                                                                                                 
Signia                 , unstable                                                     , 233.22   , 233.22   , 233.22   , 0.000    , dynamic        , dynamic dependency churn ,                                                                                                 
Signia                 , manyEffectsFromOneSource                                     , 731.15   , 731.15   , 731.15   , 0.000    , push           , wide fan-out             , checksum=180075672000                                                                           
Signia                 , manySourcesIntoOneComputedEffectWithDirect                   , 460.66   , 460.66   , 460.66   , 0.000    , pull           , wide fan-in              , checksum=1372929289844                                                                          
Signia                 , manySourcesIntoOneComputedEffect                             , 458.96   , 458.96   , 458.96   , 0.000    , pull           , wide fan-in              , checksum=1331323690944                                                                          
Signia                 , manySourcesIntoOneDirectEffect                               , 112.50   , 112.50   , 112.50   , 0.000    , pull           , wide fan-in              , checksum=41605598900                                                                            
Signia                 , molBench                                                     , 557.34   , 557.34   , 557.34   , 0.000    , dynamic        , mixed app graph          ,                                                                                                 
Signia                 , createDataSignals                                            , 11.74    , 11.74    , 11.74    , 0.000    , creation       , signal creation          ,                                                                                                 
Signia                 , createComputations0to1                                       , 14.37    , 14.37    , 14.37    , 0.000    , creation       , computed creation        ,                                                                                                 
Signia                 , createComputations1to1                                       , 25.58    , 25.58    , 25.58    , 0.000    , creation       , computed creation        ,                                                                                                 
Signia                 , createComputations2to1                                       , 19.56    , 19.56    , 19.56    , 0.000    , creation       , computed creation        ,                                                                                                 
Signia                 , createComputations4to1                                       , 16.86    , 16.86    , 16.86    , 0.000    , creation       , computed creation        ,                                                                                                 
Signia                 , createComputations1000to1                                    , 0.13     , 0.13     , 0.13     , 0.000    , creation       , computed creation        ,                                                                                                 
Signia                 , createComputations1to2                                       , 19.89    , 19.89    , 19.89    , 0.000    , creation       , computed creation        ,                                                                                                 
Signia                 , createComputations1to4                                       , 18.54    , 18.54    , 18.54    , 0.000    , creation       , computed creation        ,                                                                                                 
Signia                 , createComputations1to8                                       , 19.59    , 19.59    , 19.59    , 0.000    , creation       , computed creation        ,                                                                                                 
Signia                 , createComputations1to1000                                    , 17.33    , 17.33    , 17.33    , 0.000    , creation       , computed creation        ,                                                                                                 
Signia                 , updateComputations1to1                                       , 26.82    , 26.82    , 26.82    , 0.000    , update         , stable update            ,                                                                                                 
Signia                 , updateComputations2to1                                       , 19.70    , 19.70    , 19.70    , 0.000    , update         , stable update            ,                                                                                                 
Signia                 , updateComputations4to1                                       , 19.26    , 19.26    , 19.26    , 0.000    , update         , stable update            ,                                                                                                 
Signia                 , updateComputations1000to1                                    , 0.76     , 0.76     , 0.76     , 0.000    , update         , stable update            ,                                                                                                 
Signia                 , updateComputations1to2                                       , 19.79    , 19.79    , 19.79    , 0.000    , update         , stable update            ,                                                                                                 
Signia                 , updateComputations1to4                                       , 19.49    , 19.49    , 19.49    , 0.000    , update         , stable update            ,                                                                                                 
Signia                 , updateComputations1to1000                                    , 0.39     , 0.39     , 0.39     , 0.000    , update         , stable update            ,                                                                                                 
Signia                 , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 1675.96  , 1675.96  , 1675.96  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
Signia                 , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1450.82  , 1450.82  , 1450.82  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
Signia                 , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 1508.40  , 1508.40  , 1508.40  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
Signia                 , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1593.89  , 1593.89  , 1593.89  , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
Signia                 , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 631.16   , 631.16   , 631.16   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
Signia                 , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 741.43   , 741.43   , 741.43   , 0.000    , large_graph    , layered DAG              , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
Signia                 , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 1847.95  , 1847.95  , 1847.95  , 0.000    , large_graph    , layered DAG              , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
Signia                 , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 234.73   , 234.73   , 234.73   , 0.000    , large_graph    , diamond mesh             , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
Signia                 , 32x8 - 4 sources - pull (pure pull)                          , 33.19    , 33.19    , 33.19    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
Signia                 , 8x64 - 1 sources - pull (linear chain - 1 source - pull (lin , 41.35    , 41.35    , 41.35    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=504 nodesVisited=504 edgesTraversed=504 sinkReads=8                             
Signia                 , 64x4 - 8 sources - pull (wide tree - 8 sources - pull (branc , 35.43    , 35.43    , 35.43    , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=192 nodesVisited=192 edgesTraversed=1536 sinkReads=64                           
Signia                 , 32x8 - 4 sources - push (pure push)                          , 511.16   , 511.16   , 511.16   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
Signia                 , 10x5 - 2 sources - read 20% (simple component)               , 719.64   , 719.64   , 719.64   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
Signia                 , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 427.73   , 427.73   , 427.73   , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
Signia                 , 1000x12 - 4 sources - dynamic (large web app)                , 13053.11 , 13053.11 , 13053.11 , 0.000    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
Signia                 , 1000x5 - 25 sources (wide dense)                             , 4483.99  , 4483.99  , 4483.99  , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
Signia                 , 5x500 - 3 sources (deep)                                     , 481.89   , 481.89   , 481.89   , 0.000    , pull           , stable rectangular DAG   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
@solidjs/signals       , avoidablePropagation                                         , 2224.67  , 2224.67  , 2224.67  , 0.000    , baseline       , selective propagation    ,                                                                                                 
@solidjs/signals       , broadPropagation                                             , 3340.36  , 3340.36  , 3340.36  , 0.000    , baseline       , wide fan-out             ,                                                                                                 
@solidjs/signals       , deepPropagation                                              , 1071.92  , 1071.92  , 1071.92  , 0.000    , pull           , linear chain             ,                                                                                                 
@solidjs/signals       , diamond                                                      , 2310.59  , 2310.59  , 2310.59  , 0.000    , baseline       , diamond                  ,                                                                                                 
@solidjs/signals       , mux                                                          , 1108.16  , 1108.16  , 1108.16  , 0.000    , dynamic        , dynamic branch           ,                                                                                                 
@solidjs/signals       , repeatedObservers                                            , 483.12   , 483.12   , 483.12   , 0.000    , baseline       , duplicate observer       ,                                                                                                 
@solidjs/signals       , triangle                                                     , 750.26   , 750.26   , 750.26   , 0.000    , baseline       , glitch-free triangle     ,                                                                                                 
@solidjs/signals       , unstable                                                     , 599.34   , 599.34   , 599.34   , 0.000    , dynamic        , dynamic dependency churn ,                                                                                                 
@solidjs/signals       , manyEffectsFromOneSource                                     , 2466.37  , 2466.37  , 2466.37  , 0.000    , push           , wide fan-out             , checksum=180075672000                                                                           
@solidjs/signals       , manySourcesIntoOneComputedEffectWithDirect                   , 636.03   , 636.03   , 636.03   , 0.000    , pull           , wide fan-in              , checksum=1372929289844                                                                          
